[5/23/2022 3:43:19 PM | 177 ms] : ( d1_12.01285_False_0 )
[5/23/2022 3:43:19 PM | 200 ms] : ( d2_32.60995_False_0 )
[5/23/2022 3:43:19 PM | 215 ms] : ( d3_19.33067_False_0 )
[5/23/2022 3:43:19 PM | 230 ms] : ( d4_47.2494_False_0 )
[5/23/2022 3:43:19 PM | 245 ms] : ( d5_112.2639_False_0 )
[5/23/2022 3:43:19 PM | 261 ms] : ( d6_1210.062_False_0 )
[5/23/2022 3:43:19 PM | 369 ms] : ( d1_11.09345_False_0 )
[5/23/2022 3:43:19 PM | 385 ms] : ( d2_35.84933_False_0 )
[5/23/2022 3:43:19 PM | 400 ms] : ( d3_15.41047_False_0 )
[5/23/2022 3:43:19 PM | 416 ms] : ( d4_54.18473_False_0 )
[5/23/2022 3:43:19 PM | 431 ms] : ( d5_155.4557_False_0 )
[5/23/2022 3:43:19 PM | 447 ms] : ( d6_1056.829_False_0 )
[5/23/2022 3:43:19 PM | 556 ms] : ( d1_11.74133_False_0 )
[5/23/2022 3:43:19 PM | 572 ms] : ( d2_31.25234_False_0 )
[5/23/2022 3:43:19 PM | 588 ms] : ( d3_18.87814_False_0 )
[5/23/2022 3:43:19 PM | 603 ms] : ( d4_46.34433_False_0 )
[5/23/2022 3:43:19 PM | 619 ms] : ( d5_294.1625_False_0 )
[5/23/2022 3:43:19 PM | 634 ms] : ( d6_1164.809_False_0 )
[5/23/2022 3:43:19 PM | 742 ms] : ( d1_10.82193_False_0 )
[5/23/2022 3:43:19 PM | 758 ms] : ( d2_34.49173_False_0 )
[5/23/2022 3:43:19 PM | 774 ms] : ( d3_19.95793_False_0 )
[5/23/2022 3:43:19 PM | 789 ms] : ( d4_53.27966_False_0 )
[5/23/2022 3:43:19 PM | 805 ms] : ( d5_137.3543_False_0 )
[5/23/2022 3:43:19 PM | 820 ms] : ( d6_1011.576_False_0 )
[5/23/2022 3:43:19 PM | 931 ms] : ( d1_11.46981_False_0 )
[5/23/2022 3:43:19 PM | 947 ms] : ( d2_29.89473_False_0 )
[5/23/2022 3:43:19 PM | 962 ms] : ( d3_18.4256_False_0 )
[5/23/2022 3:43:19 PM | 978 ms] : ( d4_45.43925_False_0 )
[5/23/2022 3:43:20 PM | 113 ms] : ( d5_136.6939_False_0 )
[5/23/2022 3:43:20 PM | 318 ms] : ( d6_1117.904_False_0 )
[5/23/2022 3:43:20 PM | 443 ms] : ( d1_12.10778_False_0 )
[5/23/2022 3:43:20 PM | 473 ms] : ( d2_38.46666_False_0 )
[5/23/2022 3:43:20 PM | 504 ms] : ( d3_15.46481_False_0 )
[5/23/2022 3:43:20 PM | 536 ms] : ( d4_51.46952_False_0 )
[5/23/2022 3:43:20 PM | 547 ms] : ( d5_101.1514_False_0 )
[5/23/2022 3:43:20 PM | 563 ms] : ( d6_1421.068_False_0 )
[5/23/2022 3:43:20 PM | 679 ms] : ( d1_10.92676_False_0 )
[5/23/2022 3:43:20 PM | 696 ms] : ( d2_27.17952_False_0 )
