[5/24/2022 8:12:09 PM | 313 ms] : ( d1_12.097_False_670 )
[5/24/2022 8:12:09 PM | 344 ms] : ( d2_31.24915_False_670 )
[5/24/2022 8:12:09 PM | 376 ms] : ( d3_18.05897_False_670 )
[5/24/2022 8:12:09 PM | 408 ms] : ( d4_53.06979_False_670 )
[5/24/2022 8:12:09 PM | 432 ms] : ( d5_100.4328_False_670 )
[5/24/2022 8:12:09 PM | 447 ms] : ( d6_1180.484_False_670 )
[5/24/2022 8:12:09 PM | 563 ms] : ( d1_10.91599_False_670 )
[5/24/2022 8:12:09 PM | 594 ms] : ( d2_25.34408_False_670 )
[5/24/2022 8:12:09 PM | 625 ms] : ( d3_16.09062_False_0 )
[5/24/2022 8:12:09 PM | 657 ms] : ( d4_49.13308_False_0 )
[5/24/2022 8:12:09 PM | 681 ms] : ( d5_221.6985_False_0 )
[5/24/2022 8:12:09 PM | 697 ms] : ( d6_1483.649_False_0 )
[5/24/2022 8:12:09 PM | 812 ms] : ( d1_12.73497_False_0 )
[5/24/2022 8:12:09 PM | 843 ms] : ( d2_34.439_False_0 )
[5/24/2022 8:12:09 PM | 875 ms] : ( d3_19.12226_False_0 )
[5/24/2022 8:12:09 PM | 907 ms] : ( d4_45.19637_False_0 )
[5/24/2022 8:12:09 PM | 932 ms] : ( d5_142.9642_False_0 )
[5/24/2022 8:12:09 PM | 948 ms] : ( d6_1286.813_False_0 )
[5/24/2022 8:12:10 PM |  61 ms] : ( d1_11.55396_False_0 )
[5/24/2022 8:12:10 PM |  93 ms] : ( d2_28.53393_False_0 )
[5/24/2022 8:12:10 PM | 125 ms] : ( d3_17.1539_False_0 )
[5/24/2022 8:12:10 PM | 156 ms] : ( d4_51.25965_False_0 )
[5/24/2022 8:12:10 PM | 180 ms] : ( d5_264.2299_False_0 )
[5/24/2022 8:12:10 PM | 195 ms] : ( d6_1089.977_False_0 )
[5/24/2022 8:12:10 PM | 313 ms] : ( d1_10.37294_False_0 )
[5/24/2022 8:12:10 PM | 344 ms] : ( d2_37.62886_False_0 )
[5/24/2022 8:12:10 PM | 377 ms] : ( d3_15.18554_False_0 )
[5/24/2022 8:12:10 PM | 407 ms] : ( d4_47.32293_False_0 )
[5/24/2022 8:12:10 PM | 433 ms] : ( d5_185.4957_False_0 )
[5/24/2022 8:12:10 PM | 449 ms] : ( d6_1393.142_False_0 )
[5/24/2022 8:12:10 PM | 565 ms] : ( d1_12.19193_False_0 )
[5/24/2022 8:12:10 PM | 596 ms] : ( d2_31.72379_False_0 )
[5/24/2022 8:12:10 PM | 626 ms] : ( d3_18.21719_False_0 )
[5/24/2022 8:12:10 PM | 658 ms] : ( d4_53.38622_False_0 )
[5/24/2022 8:12:10 PM | 683 ms] : ( d5_106.7614_False_0 )
[5/24/2022 8:12:10 PM | 699 ms] : ( d6_1196.306_False_0 )
[5/24/2022 8:12:10 PM | 815 ms] : ( d1_11.01091_False_0 )
[5/24/2022 8:12:10 PM | 846 ms] : ( d2_25.81872_False_0 )
[5/24/2022 8:12:10 PM | 877 ms] : ( d3_16.24883_False_0 )
[5/24/2022 8:12:10 PM | 908 ms] : ( d4_49.4495_False_0 )
[5/24/2022 8:12:10 PM | 932 ms] : ( d5_228.0271_False_0 )
[5/24/2022 8:12:10 PM | 948 ms] : ( d6_1499.47_False_0 )
[5/24/2022 8:12:11 PM |  66 ms] : ( d1_12.8299_False_0 )
