[5/24/2022 8:11:58 PM | 625 ms] : ( d1_11.619_False_0 )
[5/24/2022 8:11:58 PM | 648 ms] : ( d2_36.02278_False_0 )
[5/24/2022 8:11:58 PM | 663 ms] : ( d3_15.46828_False_0 )
[5/24/2022 8:11:58 PM | 678 ms] : ( d4_54.30037_False_0 )
[5/24/2022 8:11:58 PM | 693 ms] : ( d5_157.7683_False_0 )
[5/24/2022 8:11:58 PM | 709 ms] : ( d6_1323.823_False_0 )
[5/24/2022 8:11:58 PM | 818 ms] : ( d1_11.77602_False_0 )
[5/24/2022 8:11:58 PM | 835 ms] : ( d2_39.26216_False_0 )
[5/24/2022 8:11:58 PM | 849 ms] : ( d3_18.93595_False_0 )
[5/24/2022 8:11:58 PM | 864 ms] : ( d4_46.45996_False_0 )
[5/24/2022 8:11:58 PM | 880 ms] : ( d5_200.9601_False_0 )
[5/24/2022 8:11:58 PM | 896 ms] : ( d6_1170.59_False_0 )
[5/24/2022 8:11:59 PM |   4 ms] : ( d1_12.42389_False_0 )
[5/24/2022 8:11:59 PM |  20 ms] : ( d2_34.66517_False_0 )
[5/24/2022 8:11:59 PM |  35 ms] : ( d3_15.01575_False_0 )
[5/24/2022 8:11:59 PM |  51 ms] : ( d4_53.39529_False_0 )
[5/24/2022 8:11:59 PM |  67 ms] : ( d5_139.6669_False_0 )
[5/24/2022 8:11:59 PM |  83 ms] : ( d6_1278.57_False_0 )
[5/24/2022 8:11:59 PM | 191 ms] : ( d1_11.5045_False_0 )
[5/24/2022 8:11:59 PM | 206 ms] : ( d2_37.90456_False_0 )
[5/24/2022 8:11:59 PM | 222 ms] : ( d3_18.48342_False_0 )
[5/24/2022 8:11:59 PM | 238 ms] : ( d4_45.55489_False_0 )
[5/24/2022 8:11:59 PM | 254 ms] : ( d5_182.8587_False_0 )
[5/24/2022 8:11:59 PM | 269 ms] : ( d6_1125.337_False_0 )
[5/24/2022 8:11:59 PM | 378 ms] : ( d1_12.15237_False_0 )
[5/24/2022 8:11:59 PM | 393 ms] : ( d2_33.30756_False_0 )
[5/24/2022 8:11:59 PM | 409 ms] : ( d3_19.56321_False_0 )
[5/24/2022 8:11:59 PM | 424 ms] : ( d4_52.49022_False_0 )
[5/24/2022 8:11:59 PM | 440 ms] : ( d5_121.5654_False_0 )
[5/24/2022 8:11:59 PM | 456 ms] : ( d6_1233.316_False_0 )
[5/24/2022 8:11:59 PM | 563 ms] : ( d1_11.23297_False_0 )
[5/24/2022 8:11:59 PM | 579 ms] : ( d2_36.54695_False_0 )
[5/24/2022 8:11:59 PM | 594 ms] : ( d3_18.03088_False_0 )
[5/24/2022 8:11:59 PM | 610 ms] : ( d4_54.64981_False_0 )
[5/24/2022 8:11:59 PM | 625 ms] : ( d5_164.7572_False_0 )
[5/24/2022 8:11:59 PM | 640 ms] : ( d6_1080.083_False_0 )
[5/24/2022 8:11:59 PM | 749 ms] : ( d1_11.88085_False_0 )
[5/24/2022 8:11:59 PM | 764 ms] : ( d2_31.94995_False_0 )
[5/24/2022 8:11:59 PM | 780 ms] : ( d3_19.11068_False_0 )
[5/24/2022 8:11:59 PM | 796 ms] : ( d4_51.58515_False_0 )
[5/24/2022 8:11:59 PM | 812 ms] : ( d5_103.464_False_0 )
