[5/7/2022 5:38:59 PM | 602 ms] : ( d1_10.58888_False_0 )
[5/7/2022 5:38:59 PM | 623 ms] : ( d2_30.87216_False_0 )
[5/7/2022 5:38:59 PM | 636 ms] : ( d3_18.75141_False_0 )
[5/7/2022 5:38:59 PM | 651 ms] : ( d4_46.09087_False_0 )
[5/7/2022 5:38:59 PM | 667 ms] : ( d5_289.0934_False_0 )
[5/7/2022 5:38:59 PM | 682 ms] : ( d6_1152.136_False_0 )
[5/7/2022 5:38:59 PM | 790 ms] : ( d1_10.74589_False_0 )
[5/7/2022 5:38:59 PM | 806 ms] : ( d2_34.11155_False_0 )
[5/7/2022 5:38:59 PM | 820 ms] : ( d3_19.83121_False_0 )
[5/7/2022 5:38:59 PM | 835 ms] : ( d4_53.02621_False_0 )
[5/7/2022 5:38:59 PM | 865 ms] : ( d5_132.2852_False_0 )
[5/7/2022 5:38:59 PM | 881 ms] : ( d6_1498.903_False_0 )
[5/7/2022 5:38:59 PM | 991 ms] : ( d1_10.90291_False_0 )
[5/7/2022 5:39:00 PM |   7 ms] : ( d2_34.89663_False_0 )
[5/7/2022 5:39:00 PM |  23 ms] : ( d3_15.0929_False_0 )
[5/7/2022 5:39:00 PM |  39 ms] : ( d4_53.5496_False_0 )
[5/7/2022 5:39:00 PM |  54 ms] : ( d5_142.753_False_0 )
[5/7/2022 5:39:00 PM |  70 ms] : ( d6_1286.285_False_0 )
[5/7/2022 5:39:00 PM | 182 ms] : ( d1_11.55079_False_0 )
[5/7/2022 5:39:00 PM | 198 ms] : ( d2_38.13601_False_0 )
[5/7/2022 5:39:00 PM | 214 ms] : ( d3_18.56057_False_0 )
[5/7/2022 5:39:00 PM | 230 ms] : ( d4_45.70919_False_0 )
[5/7/2022 5:39:00 PM | 245 ms] : ( d5_281.4597_False_0 )
[5/7/2022 5:39:00 PM | 260 ms] : ( d6_1133.052_False_0 )
[5/7/2022 5:39:00 PM | 370 ms] : ( d1_10.63139_False_0 )
[5/7/2022 5:39:00 PM | 524 ms] : ( d2_28.46856_False_0 )
