[4/12/2022 1:38:51 PM | 430 ms] : ( d1_12.95608_False_0 )
[4/12/2022 1:38:51 PM | 492 ms] : ( d2_30.63595_False_0 )
[4/12/2022 1:38:51 PM | 507 ms] : ( d3_18.67267_False_0 )
[4/12/2022 1:38:51 PM | 523 ms] : ( d4_50.70914_False_0 )
[4/12/2022 1:38:51 PM | 539 ms] : ( d5_285.9439_False_0 )
[4/12/2022 1:38:51 PM | 555 ms] : ( d6_1144.262_False_0 )
[4/12/2022 1:38:51 PM | 666 ms] : ( d1_10.69865_False_0 )
[4/12/2022 1:38:51 PM | 682 ms] : ( d2_33.87534_False_0 )
[4/12/2022 1:38:51 PM | 698 ms] : ( d3_17.14034_False_0 )
[4/12/2022 1:38:51 PM | 714 ms] : ( d4_52.86874_False_0 )
[4/12/2022 1:38:51 PM | 730 ms] : ( d5_224.6507_False_0 )
[4/12/2022 1:38:51 PM | 747 ms] : ( d6_1491.029_False_0 )
[4/12/2022 1:38:51 PM | 859 ms] : ( d1_12.77925_False_0 )
[4/12/2022 1:38:51 PM | 875 ms] : ( d2_29.27834_False_0 )
[4/12/2022 1:38:51 PM | 890 ms] : ( d3_18.22014_False_0 )
[4/12/2022 1:38:51 PM | 906 ms] : ( d4_49.80407_False_0 )
[4/12/2022 1:38:51 PM | 921 ms] : ( d5_267.8425_False_0 )
[4/12/2022 1:38:51 PM | 937 ms] : ( d6_1099.009_False_0 )
[4/12/2022 1:38:52 PM |  47 ms] : ( d1_10.42713_False_0 )
[4/12/2022 1:38:52 PM |  63 ms] : ( d2_32.51773_False_0 )
[4/12/2022 1:38:52 PM |  79 ms] : ( d3_16.68781_False_0 )
[4/12/2022 1:38:52 PM |  95 ms] : ( d4_51.96367_False_0 )
[4/12/2022 1:38:52 PM | 111 ms] : ( d5_206.5493_False_0 )
[4/12/2022 1:38:52 PM | 127 ms] : ( d6_1445.776_False_0 )
[4/12/2022 1:38:52 PM | 239 ms] : ( d1_10.58415_False_0 )
[4/12/2022 1:38:52 PM | 255 ms] : ( d2_33.30281_False_0 )
[4/12/2022 1:38:52 PM | 271 ms] : ( d3_16.9495_False_0 )
[4/12/2022 1:38:52 PM | 287 ms] : ( d4_52.48705_False_0 )
[4/12/2022 1:38:52 PM | 303 ms] : ( d5_121.5021_False_0 )
[4/12/2022 1:38:52 PM | 319 ms] : ( d6_1471.945_False_0 )
[4/12/2022 1:38:52 PM | 432 ms] : ( d1_11.23202_False_0 )
[4/12/2022 1:38:52 PM | 448 ms] : ( d2_28.70581_False_0 )
[4/12/2022 1:38:52 PM | 464 ms] : ( d3_18.0293_False_0 )
[4/12/2022 1:38:52 PM | 480 ms] : ( d4_49.42239_False_0 )
[4/12/2022 1:38:52 PM | 496 ms] : ( d5_260.2088_False_0 )
[4/12/2022 1:38:52 PM | 512 ms] : ( d6_1079.925_False_0 )
[4/12/2022 1:38:52 PM | 623 ms] : ( d1_10.31262_False_0 )
[4/12/2022 1:38:52 PM | 639 ms] : ( d2_31.9452_False_0 )
[4/12/2022 1:38:52 PM | 655 ms] : ( d3_16.49697_False_0 )
[4/12/2022 1:38:52 PM | 670 ms] : ( d4_51.58198_False_0 )
[4/12/2022 1:38:52 PM | 686 ms] : ( d5_103.4006_False_0 )
[4/12/2022 1:38:52 PM | 701 ms] : ( d6_1426.691_False_0 )
[4/12/2022 1:38:52 PM | 809 ms] : ( d1_10.9605_False_0 )
[4/12/2022 1:38:52 PM | 824 ms] : ( d2_27.34821_False_0 )
[4/12/2022 1:38:52 PM | 840 ms] : ( d3_17.57676_False_0 )
[4/12/2022 1:38:52 PM | 856 ms] : ( d4_48.51732_False_0 )
[4/12/2022 1:38:52 PM | 871 ms] : ( d5_242.1074_False_0 )
[4/12/2022 1:38:52 PM | 887 ms] : ( d6_1034.671_False_0 )
[4/12/2022 1:38:52 PM | 997 ms] : ( d1_10.0411_False_0 )
[4/12/2022 1:38:53 PM |  13 ms] : ( d2_30.58759_False_0 )
[4/12/2022 1:38:53 PM |  29 ms] : ( d3_16.04443_False_0 )
[4/12/2022 1:38:53 PM |  44 ms] : ( d4_50.67691_False_0 )
[4/12/2022 1:38:53 PM |  60 ms] : ( d5_285.2992_False_0 )
[4/12/2022 1:38:53 PM |  76 ms] : ( d6_1381.438_False_0 )
[4/12/2022 1:38:53 PM | 186 ms] : ( d1_10.68898_False_0 )
[4/12/2022 1:38:53 PM | 202 ms] : ( d2_25.9906_False_0 )
[4/12/2022 1:38:53 PM | 218 ms] : ( d3_17.12423_False_0 )
[4/12/2022 1:38:53 PM | 234 ms] : ( d4_47.61225_False_0 )
[4/12/2022 1:38:53 PM | 250 ms] : ( d5_224.0059_False_0 )
[4/12/2022 1:38:53 PM | 266 ms] : ( d6_1489.417_False_0 )
[4/12/2022 1:38:53 PM | 376 ms] : ( d1_12.76958_False_0 )
[4/12/2022 1:38:53 PM | 391 ms] : ( d2_29.22999_False_0 )
[4/12/2022 1:38:53 PM | 407 ms] : ( d3_15.59189_False_0 )
[4/12/2022 1:38:53 PM | 423 ms] : ( d4_49.77184_False_0 )
[4/12/2022 1:38:53 PM | 439 ms] : ( d5_267.1978_False_0 )
[4/12/2022 1:38:53 PM | 455 ms] : ( d6_1336.184_False_0 )
[4/12/2022 1:38:53 PM | 565 ms] : ( d1_12.9266_False_0 )
[4/12/2022 1:38:53 PM | 581 ms] : ( d2_30.01507_False_0 )
[4/12/2022 1:38:53 PM | 611 ms] : ( d3_15.85359_False_0 )
[4/12/2022 1:38:53 PM | 626 ms] : ( d4_50.29523_False_0 )
[4/12/2022 1:38:53 PM | 641 ms] : ( d5_277.6655_False_0 )
[4/12/2022 1:38:53 PM | 657 ms] : ( d6_1362.354_False_0 )
[4/12/2022 1:38:53 PM | 767 ms] : ( d1_10.57448_False_0 )
[4/12/2022 1:38:53 PM | 783 ms] : ( d2_25.41807_False_0 )
[4/12/2022 1:38:53 PM | 798 ms] : ( d3_16.93338_False_0 )
[4/12/2022 1:38:53 PM | 814 ms] : ( d4_52.45481_False_0 )
[4/12/2022 1:38:53 PM | 830 ms] : ( d5_216.3723_False_0 )
[4/12/2022 1:38:53 PM | 846 ms] : ( d6_1470.333_False_0 )
[4/12/2022 1:38:53 PM | 956 ms] : ( d1_12.65508_False_0 )
[4/12/2022 1:38:53 PM | 971 ms] : ( d2_28.65746_False_0 )
[4/12/2022 1:38:53 PM | 987 ms] : ( d3_17.19508_False_0 )
[4/12/2022 1:38:54 PM |   3 ms] : ( d4_52.9782_False_0 )
[4/12/2022 1:38:54 PM |  19 ms] : ( d5_226.84_False_0 )
[4/12/2022 1:38:54 PM |  34 ms] : ( d6_1496.503_False_0 )
[4/12/2022 1:38:54 PM | 158 ms] : ( d1_12.81209_False_0 )
