[5/21/2022 3:12:02 PM | 535 ms] : ( d1_10.10581_False_0 )
[5/21/2022 3:12:02 PM | 560 ms] : ( d2_38.07472_False_0 )
[5/21/2022 3:12:02 PM | 575 ms] : ( d3_16.15227_False_0 )
[5/21/2022 3:12:02 PM | 591 ms] : ( d4_50.89258_False_0 )
[5/21/2022 3:12:02 PM | 606 ms] : ( d5_185.1276_False_0 )
[5/21/2022 3:12:02 PM | 622 ms] : ( d6_1392.222_False_0 )
[5/21/2022 3:12:02 PM | 731 ms] : ( d1_12.18641_False_0 )
[5/21/2022 3:12:02 PM | 747 ms] : ( d2_26.31411_False_0 )
[5/21/2022 3:12:02 PM | 762 ms] : ( d3_19.61994_False_0 )
[5/21/2022 3:12:02 PM | 778 ms] : ( d4_47.82792_False_0 )
[5/21/2022 3:12:02 PM | 794 ms] : ( d5_228.3194_False_0 )
[5/21/2022 3:12:02 PM | 809 ms] : ( d6_1238.988_False_0 )
[5/21/2022 3:12:02 PM | 919 ms] : ( d1_12.83428_False_0 )
[5/21/2022 3:12:02 PM | 935 ms] : ( d2_36.71712_False_0 )
[5/21/2022 3:12:02 PM | 950 ms] : ( d3_15.69973_False_0 )
[5/21/2022 3:12:02 PM | 966 ms] : ( d4_49.98751_False_0 )
[5/21/2022 3:12:02 PM | 982 ms] : ( d5_167.0262_False_0 )
[5/21/2022 3:12:02 PM | 998 ms] : ( d6_1346.968_False_0 )
[5/21/2022 3:12:03 PM | 109 ms] : ( d1_11.91489_False_0 )
[5/21/2022 3:12:03 PM | 124 ms] : ( d2_39.9565_False_0 )
[5/21/2022 3:12:03 PM | 140 ms] : ( d3_19.1674_False_0 )
[5/21/2022 3:12:03 PM | 156 ms] : ( d4_46.92285_False_0 )
[5/21/2022 3:12:03 PM | 171 ms] : ( d5_210.218_False_0 )
[5/21/2022 3:12:03 PM | 187 ms] : ( d6_1193.735_False_0 )
[5/21/2022 3:12:03 PM | 378 ms] : ( d1_11.31943_False_0 )
[5/21/2022 3:12:03 PM | 574 ms] : ( d2_34.83651_False_0 )
[5/21/2022 3:12:03 PM | 583 ms] : ( d3_15.07286_False_0 )
[5/21/2022 3:12:03 PM | 599 ms] : ( d4_53.50952_False_0 )
[5/21/2022 3:12:03 PM | 615 ms] : ( d5_141.9514_False_0 )
[5/21/2022 3:12:03 PM | 631 ms] : ( d6_1023.068_False_0 )
[5/21/2022 3:12:03 PM | 741 ms] : ( d1_11.53876_False_0 )
[5/21/2022 3:12:03 PM | 756 ms] : ( d2_30.23952_False_0 )
[5/21/2022 3:12:03 PM | 771 ms] : ( d3_18.54053_False_0 )
[5/21/2022 3:12:03 PM | 787 ms] : ( d4_45.66911_False_0 )
[5/21/2022 3:12:03 PM | 803 ms] : ( d5_280.6582_False_0 )
[5/21/2022 3:12:03 PM | 819 ms] : ( d6_1131.048_False_0 )
[5/21/2022 3:12:03 PM | 928 ms] : ( d1_10.61937_False_0 )
[5/21/2022 3:12:03 PM | 944 ms] : ( d2_33.4789_False_0 )
[5/21/2022 3:12:03 PM | 960 ms] : ( d3_19.62033_False_0 )
[5/21/2022 3:12:03 PM | 975 ms] : ( d4_52.60445_False_0 )
[5/21/2022 3:12:03 PM | 991 ms] : ( d5_123.85_False_0 )
[5/21/2022 3:12:04 PM |   7 ms] : ( d6_1477.815_False_0 )
[5/21/2022 3:12:04 PM | 116 ms] : ( d1_11.26724_False_0 )
[5/21/2022 3:12:04 PM | 131 ms] : ( d2_28.88191_False_0 )
[5/21/2022 3:12:04 PM | 147 ms] : ( d3_18.088_False_0 )
[5/21/2022 3:12:04 PM | 162 ms] : ( d4_54.76404_False_0 )
[5/21/2022 3:12:04 PM | 178 ms] : ( d5_262.5568_False_0 )
[5/21/2022 3:12:04 PM | 193 ms] : ( d6_1085.794_False_0 )
[5/21/2022 3:12:04 PM | 302 ms] : ( d1_10.34784_False_0 )
[5/21/2022 3:12:04 PM | 318 ms] : ( d2_32.1213_False_0 )
[5/21/2022 3:12:04 PM | 333 ms] : ( d3_19.16779_False_0 )
[5/21/2022 3:12:04 PM | 349 ms] : ( d4_51.69938_False_0 )
[5/21/2022 3:12:04 PM | 365 ms] : ( d5_105.7486_False_0 )
[5/21/2022 3:12:04 PM | 381 ms] : ( d6_1432.561_False_0 )
[5/21/2022 3:12:04 PM | 489 ms] : ( d1_10.99572_False_0 )
[5/21/2022 3:12:04 PM | 505 ms] : ( d2_27.5243_False_0 )
[5/21/2022 3:12:04 PM | 520 ms] : ( d3_17.63546_False_0 )
[5/21/2022 3:12:04 PM | 536 ms] : ( d4_53.85897_False_0 )
[5/21/2022 3:12:04 PM | 552 ms] : ( d5_244.4553_False_0 )
[5/21/2022 3:12:04 PM | 568 ms] : ( d6_1040.541_False_0 )
[5/21/2022 3:12:04 PM | 679 ms] : ( d1_10.07632_False_0 )
[5/21/2022 3:12:04 PM | 695 ms] : ( d2_30.76369_False_0 )
[5/21/2022 3:12:04 PM | 710 ms] : ( d3_18.71525_False_0 )
[5/21/2022 3:12:04 PM | 726 ms] : ( d4_50.79431_False_0 )
[5/21/2022 3:12:04 PM | 742 ms] : ( d5_287.6471_False_0 )
[5/21/2022 3:12:04 PM | 757 ms] : ( d6_1387.308_False_0 )
[5/21/2022 3:12:04 PM | 867 ms] : ( d1_10.7242_False_0 )
[5/21/2022 3:12:04 PM | 883 ms] : ( d2_26.16669_False_0 )
[5/21/2022 3:12:04 PM | 898 ms] : ( d3_17.18292_False_0 )
[5/21/2022 3:12:04 PM | 913 ms] : ( d4_52.9539_False_0 )
[5/21/2022 3:12:04 PM | 930 ms] : ( d5_226.3539_False_0 )
[5/21/2022 3:12:04 PM | 945 ms] : ( d6_1495.287_False_0 )
[5/21/2022 3:12:05 PM |  53 ms] : ( d1_12.8048_False_0 )
[5/21/2022 3:12:05 PM |  69 ms] : ( d2_29.40608_False_0 )
[5/21/2022 3:12:05 PM |  85 ms] : ( d3_18.26272_False_0 )
[5/21/2022 3:12:05 PM | 100 ms] : ( d4_49.88924_False_0 )
[5/21/2022 3:12:05 PM | 115 ms] : ( d5_269.5457_False_0 )
[5/21/2022 3:12:05 PM | 131 ms] : ( d6_1342.054_False_0 )
[5/21/2022 3:12:05 PM | 238 ms] : ( d1_10.45268_False_0 )
[5/21/2022 3:12:05 PM | 253 ms] : ( d2_39.80909_False_0 )
[5/21/2022 3:12:05 PM | 269 ms] : ( d3_16.73039_False_0 )
