[4/12/2022 9:14:38 PM | 510 ms] : ( d1_12.40499_False_0 )
[4/12/2022 9:14:38 PM | 525 ms] : ( d2_34.57067_False_0 )
[4/12/2022 9:14:38 PM | 541 ms] : ( d3_19.98425_False_0 )
[4/12/2022 9:14:38 PM | 556 ms] : ( d4_48.55655_False_0 )
[4/12/2022 9:14:38 PM | 571 ms] : ( d5_138.4069_False_0 )
[4/12/2022 9:14:38 PM | 587 ms] : ( d6_1275.42_False_0 )
[4/12/2022 9:14:38 PM | 695 ms] : ( d1_11.4856_False_0 )
[4/12/2022 9:14:38 PM | 710 ms] : ( d2_37.81006_False_0 )
[4/12/2022 9:14:38 PM | 725 ms] : ( d3_18.45192_False_0 )
[4/12/2022 9:14:38 PM | 741 ms] : ( d4_45.49189_False_0 )
[4/12/2022 9:14:38 PM | 756 ms] : ( d5_181.5987_False_0 )
[4/12/2022 9:14:38 PM | 772 ms] : ( d6_1122.187_False_0 )
[4/12/2022 9:14:38 PM | 881 ms] : ( d1_12.13347_False_0 )
[4/12/2022 9:14:38 PM | 896 ms] : ( d2_33.21307_False_0 )
[4/12/2022 9:14:38 PM | 912 ms] : ( d3_19.53171_False_0 )
[4/12/2022 9:14:38 PM | 927 ms] : ( d4_47.65148_False_0 )
[4/12/2022 9:14:38 PM | 943 ms] : ( d5_120.3055_False_0 )
[4/12/2022 9:14:38 PM | 972 ms] : ( d6_1148.356_False_0 )
[4/12/2022 9:14:39 PM |  85 ms] : ( d1_12.29049_False_0 )
[4/12/2022 9:14:39 PM | 101 ms] : ( d2_33.99815_False_0 )
[4/12/2022 9:14:39 PM | 117 ms] : ( d3_19.79341_False_0 )
[4/12/2022 9:14:39 PM | 133 ms] : ( d4_48.17487_False_0 )
[4/12/2022 9:14:39 PM | 149 ms] : ( d5_130.7732_False_0 )
[4/12/2022 9:14:39 PM | 164 ms] : ( d6_1256.336_False_0 )
[4/12/2022 9:14:39 PM | 274 ms] : ( d1_11.37109_False_0 )
[4/12/2022 9:14:39 PM | 290 ms] : ( d2_37.23753_False_0 )
[4/12/2022 9:14:39 PM | 306 ms] : ( d3_15.8732_False_0 )
[4/12/2022 9:14:39 PM | 322 ms] : ( d4_45.1102_False_0 )
[4/12/2022 9:14:39 PM | 337 ms] : ( d5_173.9651_False_0 )
[4/12/2022 9:14:39 PM | 352 ms] : ( d6_1103.103_False_0 )
[4/12/2022 9:14:39 PM | 542 ms] : ( d1_11.26649_False_0 )
[4/12/2022 9:14:39 PM | 555 ms] : ( d2_36.71453_False_0 )
[4/12/2022 9:14:39 PM | 571 ms] : ( d3_18.08674_False_0 )
[4/12/2022 9:14:39 PM | 587 ms] : ( d4_54.76154_False_0 )
[4/12/2022 9:14:39 PM | 603 ms] : ( d5_262.5067_False_0 )
[4/12/2022 9:14:39 PM | 621 ms] : ( d6_1085.669_False_0 )
