[4/14/2022 1:48:50 PM | 961 ms] : ( d1_10.25983_False_0 )
[4/14/2022 1:48:50 PM | 990 ms] : ( d2_29.22692_False_0 )
[4/14/2022 1:48:51 PM |   7 ms] : ( d3_18.203_False_0 )
[4/14/2022 1:48:51 PM |  23 ms] : ( d4_54.99405_False_0 )
[4/14/2022 1:48:51 PM |  39 ms] : ( d5_267.1568_False_0 )
[4/14/2022 1:48:51 PM |  55 ms] : ( d6_1097.295_False_0 )
[4/14/2022 1:48:51 PM | 166 ms] : ( d1_10.41685_False_0 )
[4/14/2022 1:48:51 PM | 182 ms] : ( d2_32.4663_False_0 )
[4/14/2022 1:48:51 PM | 198 ms] : ( d3_19.28279_False_0 )
[4/14/2022 1:48:51 PM | 213 ms] : ( d4_51.92938_False_0 )
[4/14/2022 1:48:51 PM | 229 ms] : ( d5_110.3487_False_0 )
[4/14/2022 1:48:51 PM | 245 ms] : ( d6_1444.062_False_0 )
[4/14/2022 1:48:51 PM | 356 ms] : ( d1_10.57386_False_0 )
[4/14/2022 1:48:51 PM | 372 ms] : ( d2_33.25138_False_0 )
[4/14/2022 1:48:51 PM | 387 ms] : ( d3_19.54449_False_0 )
[4/14/2022 1:48:51 PM | 403 ms] : ( d4_52.45277_False_0 )
[4/14/2022 1:48:51 PM | 419 ms] : ( d5_120.8164_False_0 )
[4/14/2022 1:48:51 PM | 435 ms] : ( d6_1231.444_False_0 )
[4/14/2022 1:48:51 PM | 546 ms] : ( d1_11.22174_False_0 )
[4/14/2022 1:48:51 PM | 562 ms] : ( d2_36.49077_False_0 )
[4/14/2022 1:48:51 PM | 578 ms] : ( d3_18.01216_False_0 )
[4/14/2022 1:48:51 PM | 594 ms] : ( d4_54.61236_False_0 )
[4/14/2022 1:48:51 PM | 610 ms] : ( d5_259.5232_False_0 )
[4/14/2022 1:48:51 PM | 626 ms] : ( d6_1078.21_False_0 )
[4/14/2022 1:48:51 PM | 738 ms] : ( d1_10.30234_False_0 )
[4/14/2022 1:48:51 PM | 754 ms] : ( d2_31.89378_False_0 )
[4/14/2022 1:48:51 PM | 770 ms] : ( d3_19.09195_False_0 )
[4/14/2022 1:48:51 PM | 786 ms] : ( d4_51.5477_False_0 )
[4/14/2022 1:48:51 PM | 802 ms] : ( d5_102.715_False_0 )
[4/14/2022 1:48:51 PM | 818 ms] : ( d6_1186.19_False_0 )
[4/14/2022 1:48:51 PM | 929 ms] : ( d1_10.95022_False_0 )
[4/14/2022 1:48:51 PM | 948 ms] : ( d2_35.13316_False_0 )
[4/14/2022 1:48:51 PM | 961 ms] : ( d3_17.55962_False_0 )
[4/14/2022 1:48:51 PM | 976 ms] : ( d4_53.70729_False_0 )
[4/14/2022 1:48:51 PM | 992 ms] : ( d5_241.4217_False_0 )
[4/14/2022 1:48:52 PM |   8 ms] : ( d6_1032.957_False_0 )
[4/14/2022 1:48:52 PM | 120 ms] : ( d1_10.03082_False_0 )
[4/14/2022 1:48:52 PM | 136 ms] : ( d2_30.53617_False_0 )
[4/14/2022 1:48:52 PM | 152 ms] : ( d3_18.63942_False_0 )
[4/14/2022 1:48:52 PM | 168 ms] : ( d4_54.23068_False_0 )
[4/14/2022 1:48:52 PM | 184 ms] : ( d5_156.3745_False_0 )
[4/14/2022 1:48:52 PM | 200 ms] : ( d6_1059.126_False_0 )
[4/14/2022 1:48:52 PM | 311 ms] : ( d1_11.75511_False_0 )
[4/14/2022 1:48:52 PM | 327 ms] : ( d2_31.32125_False_0 )
[4/14/2022 1:48:52 PM | 343 ms] : ( d3_18.90111_False_0 )
[4/14/2022 1:48:52 PM | 359 ms] : ( d4_51.16602_False_0 )
[4/14/2022 1:48:52 PM | 375 ms] : ( d5_295.0813_False_0 )
[4/14/2022 1:48:52 PM | 391 ms] : ( d6_1167.106_False_0 )
[4/14/2022 1:48:52 PM | 598 ms] : ( d1_11.15965_False_0 )
[4/14/2022 1:48:52 PM | 615 ms] : ( d2_28.34395_False_0 )
[4/14/2022 1:48:52 PM | 897 ms] : ( d3_17.73434_False_0 )
[4/14/2022 1:48:52 PM | 917 ms] : ( d4_48.83248_False_0 )
[4/14/2022 1:48:52 PM | 933 ms] : ( d5_120.1717_False_0 )
[4/14/2022 1:48:52 PM | 949 ms] : ( d6_1468.619_False_0 )
[4/14/2022 1:48:53 PM |  61 ms] : ( d1_11.21207_False_0 )
[4/14/2022 1:48:53 PM |  77 ms] : ( d2_28.60604_False_0 )
[4/14/2022 1:48:53 PM |  94 ms] : ( d3_17.99604_False_0 )
[4/14/2022 1:48:53 PM | 110 ms] : ( d4_49.35587_False_0 )
[4/14/2022 1:48:53 PM | 126 ms] : ( d5_258.8784_False_0 )
[4/14/2022 1:48:53 PM | 141 ms] : ( d6_1076.599_False_0 )
[4/14/2022 1:48:53 PM | 253 ms] : ( d1_10.29267_False_0 )
[4/14/2022 1:48:53 PM | 269 ms] : ( d2_31.84542_False_0 )
[4/14/2022 1:48:53 PM | 285 ms] : ( d3_16.46371_False_0 )
[4/14/2022 1:48:53 PM | 301 ms] : ( d4_51.51546_False_0 )
[4/14/2022 1:48:53 PM | 317 ms] : ( d5_102.0702_False_0 )
[4/14/2022 1:48:53 PM | 333 ms] : ( d6_1423.365_False_0 )
[4/14/2022 1:48:53 PM | 545 ms] : ( d1_10.77362_False_0 )
[4/14/2022 1:48:53 PM | 573 ms] : ( d2_34.25019_False_0 )
[4/14/2022 1:48:53 PM | 589 ms] : ( d3_17.2653_False_0 )
[4/14/2022 1:48:53 PM | 605 ms] : ( d4_53.11864_False_0 )
[4/14/2022 1:48:53 PM | 621 ms] : ( d5_101.4098_False_0 )
[4/14/2022 1:48:53 PM | 652 ms] : ( d6_1182.927_False_0 )
[4/14/2022 1:48:53 PM | 763 ms] : ( d1_12.00706_False_0 )
[4/14/2022 1:48:53 PM | 779 ms] : ( d2_32.58097_False_0 )
[4/14/2022 1:48:53 PM | 795 ms] : ( d3_19.32102_False_0 )
[4/14/2022 1:48:53 PM | 811 ms] : ( d4_47.23008_False_0 )
[4/14/2022 1:48:53 PM | 827 ms] : ( d5_111.8776_False_0 )
[4/14/2022 1:48:53 PM | 843 ms] : ( d6_1209.097_False_0 )
[4/14/2022 1:48:53 PM | 954 ms] : ( d1_11.08766_False_0 )
[4/14/2022 1:48:53 PM | 970 ms] : ( d2_35.82036_False_0 )
[4/14/2022 1:48:53 PM | 985 ms] : ( d3_17.78868_False_0 )
[4/14/2022 1:48:54 PM |   1 ms] : ( d4_54.16542_False_0 )
[4/14/2022 1:48:54 PM |  16 ms] : ( d5_155.0694_False_0 )
[4/14/2022 1:48:54 PM |  32 ms] : ( d6_1055.863_False_0 )
[4/14/2022 1:48:54 PM | 142 ms] : ( d1_11.73553_False_0 )
[4/14/2022 1:48:54 PM | 157 ms] : ( d2_31.22337_False_0 )
[4/14/2022 1:48:54 PM | 172 ms] : ( d3_18.86848_False_0 )
[4/14/2022 1:48:54 PM | 188 ms] : ( d4_46.32501_False_0 )
[4/14/2022 1:48:54 PM | 204 ms] : ( d5_293.7762_False_0 )
[4/14/2022 1:48:54 PM | 219 ms] : ( d6_1163.843_False_0 )
[4/14/2022 1:48:54 PM | 329 ms] : ( d1_10.81614_False_0 )
[4/14/2022 1:48:54 PM | 344 ms] : ( d2_34.46275_False_0 )
[4/14/2022 1:48:54 PM | 360 ms] : ( d3_17.33615_False_0 )
[4/14/2022 1:48:54 PM | 375 ms] : ( d4_53.26035_False_0 )
[4/14/2022 1:48:54 PM | 391 ms] : ( d5_136.968_False_0 )
[4/14/2022 1:48:54 PM | 562 ms] : ( d6_1020.997_False_0 )
[4/14/2022 1:48:54 PM | 674 ms] : ( d1_12.95906_False_0 )
[4/14/2022 1:48:54 PM | 689 ms] : ( d2_30.17737_False_0 )
[4/14/2022 1:48:54 PM | 705 ms] : ( d3_15.90769_False_0 )
[4/14/2022 1:48:54 PM | 720 ms] : ( d4_50.40343_False_0 )
[4/14/2022 1:48:54 PM | 735 ms] : ( d5_175.3445_False_0 )
[4/14/2022 1:48:54 PM | 751 ms] : ( d6_1367.764_False_0 )
[4/14/2022 1:48:54 PM | 860 ms] : ( d1_12.03966_False_0 )
[4/14/2022 1:48:54 PM | 875 ms] : ( d2_25.58038_False_0 )
[4/14/2022 1:48:54 PM | 891 ms] : ( d3_16.98749_False_0 )
[4/14/2022 1:48:54 PM | 906 ms] : ( d4_47.33877_False_0 )
[4/14/2022 1:48:54 PM | 922 ms] : ( d5_218.5363_False_0 )
[4/14/2022 1:48:54 PM | 938 ms] : ( d6_1475.743_False_0 )
[4/14/2022 1:48:55 PM |  49 ms] : ( d1_12.68754_False_0 )
[4/14/2022 1:48:55 PM |  65 ms] : ( d2_28.81977_False_0 )
[4/14/2022 1:48:55 PM |  81 ms] : ( d3_15.45515_False_0 )
[4/14/2022 1:48:55 PM |  97 ms] : ( d4_49.49836_False_0 )
[4/14/2022 1:48:55 PM | 113 ms] : ( d5_157.2431_False_0 )
[4/14/2022 1:48:55 PM | 129 ms] : ( d6_1322.51_False_0 )
[4/14/2022 1:48:55 PM | 241 ms] : ( d1_11.76814_False_0 )
[4/14/2022 1:48:55 PM | 257 ms] : ( d2_39.22277_False_0 )
[4/14/2022 1:48:55 PM | 273 ms] : ( d3_16.53495_False_0 )
[4/14/2022 1:48:55 PM | 289 ms] : ( d4_46.4337_False_0 )
[4/14/2022 1:48:55 PM | 305 ms] : ( d5_200.4349_False_0 )
[4/14/2022 1:48:55 PM | 320 ms] : ( d6_1430.49_False_0 )
[4/14/2022 1:48:55 PM | 432 ms] : ( d1_12.41602_False_0 )
[4/14/2022 1:48:55 PM | 448 ms] : ( d2_27.46216_False_0 )
[4/14/2022 1:48:55 PM | 465 ms] : ( d3_16.79664_False_0 )
[4/14/2022 1:48:55 PM | 496 ms] : ( d4_50.54513_False_0 )
[4/14/2022 1:48:55 PM | 513 ms] : ( d5_282.6637_False_0 )
[4/14/2022 1:48:55 PM | 529 ms] : ( d6_1374.849_False_0 )
[4/14/2022 1:48:55 PM | 640 ms] : ( d1_10.64945_False_0 )
[4/14/2022 1:48:55 PM | 656 ms] : ( d2_25.79293_False_0 )
[4/14/2022 1:48:55 PM | 672 ms] : ( d3_17.05834_False_0 )
[4/14/2022 1:48:55 PM | 688 ms] : ( d4_52.70472_False_0 )
[4/14/2022 1:48:55 PM | 704 ms] : ( d5_221.3704_False_0 )
[4/14/2022 1:48:55 PM | 721 ms] : ( d6_1482.829_False_0 )
[4/14/2022 1:48:55 PM | 832 ms] : ( d1_12.73005_False_0 )
[4/14/2022 1:48:55 PM | 848 ms] : ( d2_29.03232_False_0 )
[4/14/2022 1:48:55 PM | 864 ms] : ( d3_15.52601_False_0 )
[4/14/2022 1:48:55 PM | 880 ms] : ( d4_49.64006_False_0 )
[4/14/2022 1:48:55 PM | 896 ms] : ( d5_264.5622_False_0 )
[4/14/2022 1:48:55 PM | 912 ms] : ( d6_1329.595_False_0 )
[4/14/2022 1:48:56 PM |  24 ms] : ( d1_10.37793_False_0 )
[4/14/2022 1:48:56 PM |  56 ms] : ( d2_29.8174_False_0 )
[4/14/2022 1:48:56 PM |  72 ms] : ( d3_18.39983_False_0 )
[4/14/2022 1:48:56 PM |  88 ms] : ( d4_50.16345_False_0 )
[4/14/2022 1:48:56 PM | 104 ms] : ( d5_275.03_False_0 )
