[4/11/2022 9:25:54 PM | 870 ms] : ( d5_232.2715_False_0 )
[4/11/2022 9:25:54 PM | 885 ms] : ( d6_1010.081_False_0 )
[4/11/2022 9:25:54 PM | 995 ms] : ( d1_12.89357_True_50 )
[4/11/2022 9:25:55 PM |  13 ms] : ( d2_29.84991_True_70 )
[4/11/2022 9:25:55 PM |  27 ms] : ( d3_15.79853_True_70 )
[4/11/2022 9:25:55 PM |  43 ms] : ( d4_50.18512_True_80 )
[4/11/2022 9:25:55 PM |  61 ms] : ( d5_170.9783_True_100 )
[4/11/2022 9:25:55 PM |  74 ms] : ( d6_1356.848_True_110 )
[4/11/2022 9:25:55 PM | 185 ms] : ( d1_11.97417_True_170 )
[4/11/2022 9:25:55 PM | 201 ms] : ( d2_30.63499_True_180 )
[4/11/2022 9:25:55 PM | 217 ms] : ( d3_16.06023_True_190 )
[4/11/2022 9:25:55 PM | 240 ms] : ( d4_50.70851_True_210 )
[4/11/2022 9:25:55 PM | 249 ms] : ( d5_285.9311_True_210 )
[4/11/2022 9:25:55 PM | 265 ms] : ( d6_1383.018_True_220 )
[4/11/2022 9:25:55 PM | 375 ms] : ( d1_10.69846_True_290 )
[4/11/2022 9:25:55 PM | 391 ms] : ( d2_26.03799_True_300 )
[4/11/2022 9:25:55 PM | 406 ms] : ( d3_17.14002_True_310 )
[4/11/2022 9:25:55 PM | 422 ms] : ( d4_47.64384_True_320 )
[4/11/2022 9:25:55 PM | 445 ms] : ( d5_224.6379_True_340 )
[4/11/2022 9:25:55 PM | 460 ms] : ( d6_1490.997_True_350 )
[4/11/2022 9:25:55 PM | 571 ms] : ( d1_12.77906_True_420 )
[4/11/2022 9:25:55 PM | 579 ms] : ( d2_29.27738_True_420 )
[4/11/2022 9:25:55 PM | 595 ms] : ( d3_15.60769_True_430 )
[4/11/2022 9:25:55 PM | 611 ms] : ( d4_49.80343_True_440 )
[4/11/2022 9:25:55 PM | 626 ms] : ( d5_267.8297_True_450 )
[4/11/2022 9:25:55 PM | 641 ms] : ( d6_1337.764_True_460 )
[4/11/2022 9:25:55 PM | 754 ms] : ( d1_10.42694_True_530 )
[4/11/2022 9:25:55 PM | 770 ms] : ( d2_39.68039_True_540 )
[4/11/2022 9:25:55 PM | 786 ms] : ( d3_16.68749_True_550 )
[4/11/2022 9:25:55 PM | 801 ms] : ( d4_46.73877_True_560 )
[4/11/2022 9:25:55 PM | 824 ms] : ( d5_206.5365_True_580 )
[4/11/2022 9:25:55 PM | 832 ms] : ( d6_1445.744_True_580 )
[4/11/2022 9:25:55 PM | 949 ms] : ( d1_12.50754_True_660 )
[4/11/2022 9:25:55 PM | 957 ms] : ( d2_27.91977_True_660 )
[4/11/2022 9:25:55 PM | 973 ms] : ( d3_15.15516_True_670 )
[4/11/2022 9:25:55 PM | 989 ms] : ( d4_48.89836_True_680 )
[4/11/2022 9:25:56 PM |   5 ms] : ( d5_249.7283_True_690 )
[4/11/2022 9:25:56 PM |  20 ms] : ( d6_1292.51_True_700 )
[4/11/2022 9:25:56 PM | 128 ms] : ( d1_10.15542_True_770 )
[4/11/2022 9:25:56 PM | 144 ms] : ( d2_38.32278_True_780 )
[4/11/2022 9:25:56 PM | 159 ms] : ( d3_16.23495_True_790 )
[4/11/2022 9:25:56 PM | 175 ms] : ( d4_45.8337_True_800 )
[4/11/2022 9:25:56 PM | 191 ms] : ( d5_188.435_True_810 )
[4/11/2022 9:25:56 PM | 206 ms] : ( d6_1400.49_True_820 )
[4/11/2022 9:25:56 PM | 323 ms] : ( d1_12.23602_True_900 )
[4/11/2022 9:25:56 PM | 332 ms] : ( d2_26.56216_True_900 )
[4/11/2022 9:25:56 PM | 348 ms] : ( d3_19.70262_True_910 )
[4/11/2022 9:25:56 PM | 364 ms] : ( d4_47.99329_True_920 )
[4/11/2022 9:25:56 PM | 380 ms] : ( d5_231.6268_True_930 )
[4/11/2022 9:25:56 PM | 395 ms] : ( d6_1247.257_True_940 )
[4/11/2022 9:25:56 PM | 503 ms] : ( d1_12.88389_False_950 )
[4/11/2022 9:25:56 PM | 519 ms] : ( d2_36.96517_False_950 )
[4/11/2022 9:25:56 PM | 534 ms] : ( d3_15.78242_False_950 )
