[5/1/2022 2:31:15 PM | 767 ms] : ( d1_12.88427_False_0 )
[5/1/2022 2:31:15 PM | 783 ms] : ( d2_29.80341_False_0 )
[5/1/2022 2:31:15 PM | 799 ms] : ( d3_15.78304_False_0 )
[5/1/2022 2:31:15 PM | 814 ms] : ( d4_50.15412_False_0 )
[5/1/2022 2:31:15 PM | 830 ms] : ( d5_274.8434_False_0 )
[5/1/2022 2:31:15 PM | 846 ms] : ( d6_1355.298_False_0 )
[5/1/2022 2:31:15 PM | 975 ms] : ( d1_10.04128_False_0 )
[5/1/2022 2:31:15 PM | 987 ms] : ( d2_30.5885_False_0 )
[5/1/2022 2:31:16 PM |   3 ms] : ( d3_18.65686_False_0 )
[5/1/2022 2:31:16 PM |  19 ms] : ( d4_50.67751_False_0 )
[5/1/2022 2:31:16 PM |  35 ms] : ( d5_285.3112_False_0 )
[5/1/2022 2:31:16 PM |  51 ms] : ( d6_1381.468_False_0 )
[5/1/2022 2:31:16 PM | 162 ms] : ( d1_10.68916_False_0 )
[5/1/2022 2:31:16 PM | 177 ms] : ( d2_25.9915_False_0 )
[5/1/2022 2:31:16 PM | 193 ms] : ( d3_17.12453_False_0 )
[5/1/2022 2:31:16 PM | 209 ms] : ( d4_52.8371_False_0 )
[5/1/2022 2:31:16 PM | 224 ms] : ( d5_224.018_False_0 )
[5/1/2022 2:31:16 PM | 240 ms] : ( d6_1489.447_False_0 )
[5/1/2022 2:31:16 PM | 352 ms] : ( d1_12.76976_False_0 )
[5/1/2022 2:31:16 PM | 368 ms] : ( d2_29.23089_False_0 )
[5/1/2022 2:31:16 PM | 383 ms] : ( d3_18.20432_False_0 )
[5/1/2022 2:31:16 PM | 399 ms] : ( d4_49.77244_False_0 )
[5/1/2022 2:31:16 PM | 414 ms] : ( d5_267.2098_False_0 )
[5/1/2022 2:31:16 PM | 430 ms] : ( d6_1336.214_False_0 )
[5/1/2022 2:31:16 PM | 652 ms] : ( d1_10.25072_False_0 )
[5/1/2022 2:31:16 PM | 666 ms] : ( d2_31.63566_False_0 )
[5/1/2022 2:31:16 PM | 682 ms] : ( d3_16.39379_False_0 )
[5/1/2022 2:31:16 PM | 698 ms] : ( d4_51.37562_False_0 )
[5/1/2022 2:31:16 PM | 713 ms] : ( d5_299.2734_False_0 )
[5/1/2022 2:31:16 PM | 729 ms] : ( d6_1416.373_False_0 )
