[5/1/2022 9:36:39 PM | 530 ms] : ( d1_11.37155_False_0 )
[5/1/2022 9:36:39 PM | 591 ms] : ( d2_30.54965_False_0 )
[5/1/2022 9:36:39 PM | 604 ms] : ( d3_16.03178_False_0 )
[5/1/2022 9:36:39 PM | 620 ms] : ( d4_50.65162_False_0 )
[5/1/2022 9:36:39 PM | 636 ms] : ( d5_284.7933_False_0 )
[5/1/2022 9:36:39 PM | 651 ms] : ( d6_1380.173_False_0 )
[5/1/2022 9:36:39 PM | 763 ms] : ( d1_10.68139_False_0 )
[5/1/2022 9:36:39 PM | 779 ms] : ( d2_25.95266_False_0 )
[5/1/2022 9:36:39 PM | 795 ms] : ( d3_17.11158_False_0 )
[5/1/2022 9:36:39 PM | 811 ms] : ( d4_52.81121_False_0 )
[5/1/2022 9:36:39 PM | 827 ms] : ( d5_223.5001_False_0 )
[5/1/2022 9:36:39 PM | 843 ms] : ( d6_1488.153_False_0 )
[5/1/2022 9:36:39 PM | 953 ms] : ( d1_12.76199_False_0 )
[5/1/2022 9:36:39 PM | 969 ms] : ( d2_29.19205_False_0 )
[5/1/2022 9:36:39 PM | 985 ms] : ( d3_15.57925_False_0 )
[5/1/2022 9:36:40 PM |   1 ms] : ( d4_49.74654_False_0 )
[5/1/2022 9:36:40 PM |  17 ms] : ( d5_266.6919_False_0 )
[5/1/2022 9:36:40 PM |  33 ms] : ( d6_1334.92_False_0 )
[5/1/2022 9:36:40 PM | 145 ms] : ( d1_12.91901_False_0 )
[5/1/2022 9:36:40 PM | 161 ms] : ( d2_29.97713_False_0 )
[5/1/2022 9:36:40 PM | 177 ms] : ( d3_18.45307_False_0 )
[5/1/2022 9:36:40 PM | 193 ms] : ( d4_50.26993_False_0 )
[5/1/2022 9:36:40 PM | 209 ms] : ( d5_277.1597_False_0 )
[5/1/2022 9:36:40 PM | 225 ms] : ( d6_1361.089_False_0 )
[5/1/2022 9:36:40 PM | 338 ms] : ( d1_10.56689_False_0 )
[5/1/2022 9:36:40 PM | 353 ms] : ( d2_25.38013_False_0 )
[5/1/2022 9:36:40 PM | 370 ms] : ( d3_16.92074_False_0 )
[5/1/2022 9:36:40 PM | 386 ms] : ( d4_52.42952_False_0 )
[5/1/2022 9:36:40 PM | 402 ms] : ( d5_215.8664_False_0 )
[5/1/2022 9:36:40 PM | 417 ms] : ( d6_1469.068_False_0 )
[5/1/2022 9:36:40 PM | 529 ms] : ( d1_12.64749_False_0 )
[5/1/2022 9:36:40 PM | 545 ms] : ( d2_28.61952_False_0 )
[5/1/2022 9:36:40 PM | 561 ms] : ( d3_18.00053_False_0 )
[5/1/2022 9:36:40 PM | 577 ms] : ( d4_49.36486_False_0 )
[5/1/2022 9:36:40 PM | 593 ms] : ( d5_259.0582_False_0 )
[5/1/2022 9:36:40 PM | 609 ms] : ( d6_1315.835_False_0 )
[5/1/2022 9:36:40 PM | 720 ms] : ( d1_10.29537_False_0 )
[5/1/2022 9:36:40 PM | 736 ms] : ( d2_39.02253_False_0 )
[5/1/2022 9:36:40 PM | 752 ms] : ( d3_16.4682_False_0 )
[5/1/2022 9:36:40 PM | 768 ms] : ( d4_51.52445_False_0 )
[5/1/2022 9:36:40 PM | 784 ms] : ( d5_197.765_False_0 )
[5/1/2022 9:36:40 PM | 800 ms] : ( d6_1423.815_False_0 )
[5/1/2022 9:36:41 PM | 248 ms] : ( d1_11.51889_False_0 )
[5/1/2022 9:36:41 PM | 261 ms] : ( d2_37.97653_False_0 )
[5/1/2022 9:36:41 PM | 277 ms] : ( d3_18.50741_False_0 )
[5/1/2022 9:36:41 PM | 293 ms] : ( d4_45.60287_False_0 )
[5/1/2022 9:36:41 PM | 309 ms] : ( d5_183.8184_False_0 )
[5/1/2022 9:36:41 PM | 325 ms] : ( d6_1127.736_False_0 )
[5/1/2022 9:36:41 PM | 437 ms] : ( d1_12.16677_False_0 )
[5/1/2022 9:36:41 PM | 453 ms] : ( d2_33.37954_False_0 )
[5/1/2022 9:36:41 PM | 470 ms] : ( d3_19.58721_False_0 )
[5/1/2022 9:36:41 PM | 486 ms] : ( d4_52.53821_False_0 )
[5/1/2022 9:36:41 PM | 502 ms] : ( d5_122.5252_False_0 )
[5/1/2022 9:36:41 PM | 518 ms] : ( d6_1235.715_False_0 )
[5/1/2022 9:36:41 PM | 630 ms] : ( d1_12.32378_False_0 )
[5/1/2022 9:36:41 PM | 645 ms] : ( d2_34.16462_False_0 )
[5/1/2022 9:36:41 PM | 661 ms] : ( d3_19.8489_False_0 )
[5/1/2022 9:36:41 PM | 677 ms] : ( d4_48.28585_False_0 )
[5/1/2022 9:36:41 PM | 693 ms] : ( d5_132.9929_False_0 )
[5/1/2022 9:36:41 PM | 709 ms] : ( d6_1261.885_False_0 )
[5/1/2022 9:36:41 PM | 819 ms] : ( d1_11.40439_False_0 )
[5/1/2022 9:36:41 PM | 835 ms] : ( d2_37.40401_False_0 )
[5/1/2022 9:36:41 PM | 850 ms] : ( d3_18.31657_False_0 )
[5/1/2022 9:36:41 PM | 866 ms] : ( d4_45.22119_False_0 )
[5/1/2022 9:36:41 PM | 882 ms] : ( d5_176.1847_False_0 )
[5/1/2022 9:36:41 PM | 898 ms] : ( d6_1108.652_False_0 )
[5/1/2022 9:36:42 PM |  11 ms] : ( d1_12.05226_False_0 )
[5/1/2022 9:36:42 PM |  27 ms] : ( d2_32.80701_False_0 )
[5/1/2022 9:36:42 PM |  43 ms] : ( d3_19.39636_False_0 )
[5/1/2022 9:36:42 PM |  59 ms] : ( d4_47.38078_False_0 )
[5/1/2022 9:36:42 PM |  75 ms] : ( d5_114.8915_False_0 )
[5/1/2022 9:36:42 PM |  91 ms] : ( d6_1216.631_False_0 )
[5/1/2022 9:36:42 PM | 217 ms] : ( d1_12.20928_False_0 )
[5/1/2022 9:36:42 PM | 234 ms] : ( d2_33.59209_False_0 )
[5/1/2022 9:36:42 PM | 249 ms] : ( d3_19.65806_False_0 )
[5/1/2022 9:36:42 PM | 265 ms] : ( d4_47.90416_False_0 )
[5/1/2022 9:36:42 PM | 280 ms] : ( d5_125.3592_False_0 )
[5/1/2022 9:36:42 PM | 296 ms] : ( d6_1242.801_False_0 )
[5/1/2022 9:36:42 PM | 408 ms] : ( d1_11.28988_False_0 )
[5/1/2022 9:36:42 PM | 424 ms] : ( d2_36.83148_False_0 )
[5/1/2022 9:36:42 PM | 440 ms] : ( d3_15.73785_False_0 )
[5/1/2022 9:36:42 PM | 456 ms] : ( d4_54.8395_False_0 )
[5/1/2022 9:36:42 PM | 472 ms] : ( d5_168.551_False_0 )
[5/1/2022 9:36:42 PM | 488 ms] : ( d6_1268.97_False_0 )
[5/1/2022 9:36:42 PM | 598 ms] : ( d1_11.4469_False_0 )
[5/1/2022 9:36:42 PM | 614 ms] : ( d2_37.61657_False_0 )
[5/1/2022 9:36:42 PM | 629 ms] : ( d3_15.99955_False_0 )
[5/1/2022 9:36:42 PM | 645 ms] : ( d4_45.36289_False_0 )
[5/1/2022 9:36:42 PM | 661 ms] : ( d5_179.0188_False_0 )
